Academic Year,University,Type of project,New or ongoing research projects,Source of research funding,Unit,Value,Remarks
2009/10,The Hong Kong Polytechnic University,Research grants,New,Other UGC Grants,Amount (HK$ million),2,
2009/10,The Hong Kong Polytechnic University,Research grants,New,RGC Direct,Amount (HK$ million),11,
2009/10,The Hong Kong Polytechnic University,Research grants,On-going,Block Grant,Amount (HK$ million),551,
2009/10,The Hong Kong Polytechnic University,Research grants,On-going,HKSAR Government,Amount (HK$ million),47,
2009/10,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong — other,Amount (HK$ million),56,
2009/10,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),55,
2009/10,The Hong Kong Polytechnic University,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),17,
2009/10,The Hong Kong Polytechnic University,Research grants,On-going,Non-HK,Amount (HK$ million),28,
2009/10,The Hong Kong Polytechnic University,Research grants,On-going,Other RGC Grants,Amount (HK$ million),253,
2009/10,The Hong Kong Polytechnic University,Research grants,On-going,Other UGC Grants,Amount (HK$ million),115,
2009/10,The Hong Kong Polytechnic University,Research grants,On-going,RGC Direct,Amount (HK$ million),40,
2009/10,The Hong Kong University of Science and Technology,Research contracts,New,Hong Kong Industry,Amount (HK$ million),94,
2009/10,The Hong Kong University of Science and Technology,Research contracts,On-going,HKSAR Government,Amount (HK$ million),2,
2009/10,The Hong Kong University of Science and Technology,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),384,
2009/10,The Hong Kong University of Science and Technology,Research contracts,On-going,Non-HK,Amount (HK$ million),24,
2009/10,The Hong Kong University of Science and Technology,Research grants,New,Block Grant,Amount (HK$ million),53,
2009/10,The Hong Kong University of Science and Technology,Research grants,New,HKSAR Government,Amount (HK$ million),69,
2009/10,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong — other,Amount (HK$ million),27,
2009/10,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),2,
2009/10,The Hong Kong University of Science and Technology,Research grants,New,Hong Kong Industry,Amount (HK$ million),8,
2009/10,The Hong Kong University of Science and Technology,Research grants,New,Non-HK,Amount (HK$ million),10,
2009/10,The Hong Kong University of Science and Technology,Research grants,New,Other RGC Grants,Amount (HK$ million),133,
2009/10,The Hong Kong University of Science and Technology,Research grants,New,Other UGC Grants,Amount (HK$ million),16,
2009/10,The Hong Kong University of Science and Technology,Research grants,New,RGC Direct,Amount (HK$ million),7,
2009/10,The Hong Kong University of Science and Technology,Research grants,On-going,Block Grant,Amount (HK$ million),258,
2009/10,The Hong Kong University of Science and Technology,Research grants,On-going,HKSAR Government,Amount (HK$ million),209,
2009/10,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong — other,Amount (HK$ million),129,
2009/10,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),10,
2009/10,The Hong Kong University of Science and Technology,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),39,
2009/10,The Hong Kong University of Science and Technology,Research grants,On-going,Non-HK,Amount (HK$ million),39,
2009/10,The Hong Kong University of Science and Technology,Research grants,On-going,Other RGC Grants,Amount (HK$ million),426,
2009/10,The Hong Kong University of Science and Technology,Research grants,On-going,Other UGC Grants,Amount (HK$ million),109,
2009/10,The Hong Kong University of Science and Technology,Research grants,On-going,RGC Direct,Amount (HK$ million),28,
2009/10,The University of Hong Kong,Research contracts,New,HKSAR Government,Amount (HK$ million),21,
2009/10,The University of Hong Kong,Research contracts,New,Hong Kong — other,Amount (HK$ million),3,
2009/10,The University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Amount (HK$ million),2,
2009/10,The University of Hong Kong,Research contracts,New,Hong Kong Industry,Amount (HK$ million),32,
2009/10,The University of Hong Kong,Research contracts,New,Non-HK,Amount (HK$ million),22,
2009/10,The University of Hong Kong,Research contracts,On-going,HKSAR Government,Amount (HK$ million),189,
2009/10,The University of Hong Kong,Research contracts,On-going,Hong Kong — other,Amount (HK$ million),64,
2009/10,The University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Amount (HK$ million),9,
2009/10,The University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Amount (HK$ million),240,
2009/10,The University of Hong Kong,Research contracts,On-going,Non-HK,Amount (HK$ million),150,
2009/10,The University of Hong Kong,Research grants,New,Block Grant,Amount (HK$ million),50,
2009/10,The University of Hong Kong,Research grants,New,HKSAR Government,Amount (HK$ million),125,
2009/10,The University of Hong Kong,Research grants,New,Hong Kong — other,Amount (HK$ million),58,
2009/10,The University of Hong Kong,Research grants,New,Hong Kong charities/foundations,Amount (HK$ million),80,
2009/10,The University of Hong Kong,Research grants,New,Hong Kong Industry,Amount (HK$ million),22,
2009/10,The University of Hong Kong,Research grants,New,Non-HK,Amount (HK$ million),28,
2009/10,The University of Hong Kong,Research grants,New,Other RGC Grants,Amount (HK$ million),171,
2009/10,The University of Hong Kong,Research grants,New,Other UGC Grants,Amount (HK$ million),236,
2009/10,The University of Hong Kong,Research grants,New,RGC Direct,Amount (HK$ million),14,
2009/10,The University of Hong Kong,Research grants,On-going,Block Grant,Amount (HK$ million),218,
2009/10,The University of Hong Kong,Research grants,On-going,HKSAR Government,Amount (HK$ million),484,
2009/10,The University of Hong Kong,Research grants,On-going,Hong Kong — other,Amount (HK$ million),981,
2009/10,The University of Hong Kong,Research grants,On-going,Hong Kong charities/foundations,Amount (HK$ million),1313,
2009/10,The University of Hong Kong,Research grants,On-going,Hong Kong Industry,Amount (HK$ million),339,
2009/10,The University of Hong Kong,Research grants,On-going,Non-HK,Amount (HK$ million),236,
2009/10,The University of Hong Kong,Research grants,On-going,Other RGC Grants,Amount (HK$ million),606,
2009/10,The University of Hong Kong,Research grants,On-going,Other UGC Grants,Amount (HK$ million),1105,
2009/10,The University of Hong Kong,Research grants,On-going,RGC Direct,Amount (HK$ million),36,
2010/11,City University of Hong Kong,Research contracts,New,HKSAR Government,Number,9,
2010/11,City University of Hong Kong,Research contracts,New,Hong Kong — other,Number,8,
2010/11,City University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Number,3,
2010/11,City University of Hong Kong,Research contracts,New,Hong Kong Industry,Number,1,
2010/11,City University of Hong Kong,Research contracts,New,Non-HK,Number,9,
2010/11,City University of Hong Kong,Research contracts,On-going,HKSAR Government,Number,10,
2010/11,City University of Hong Kong,Research contracts,On-going,Hong Kong — other,Number,13,
2010/11,City University of Hong Kong,Research contracts,On-going,Hong Kong charities/foundations,Number,6,
2010/11,City University of Hong Kong,Research contracts,On-going,Hong Kong Industry,Number,3,
2010/11,City University of Hong Kong,Research contracts,On-going,Non-HK,Number,23,
2010/11,City University of Hong Kong,Research grants,New,Block Grant,Number,221,
2010/11,City University of Hong Kong,Research grants,New,HKSAR Government,Number,17,
2010/11,City University of Hong Kong,Research grants,New,Hong Kong — other,Number,21,
2010/11,City University of Hong Kong,Research grants,New,Hong Kong charities/foundations,Number,3,
2010/11,City University of Hong Kong,Research grants,New,Hong Kong Industry,Number,1,
2010/11,City University of Hong Kong,Research grants,New,Non-HK,Number,2,
2010/11,City University of Hong Kong,Research grants,New,Other RGC Grants,Number,116,
2010/11,City University of Hong Kong,Research grants,New,RGC Direct,Number,58,
2010/11,City University of Hong Kong,Research grants,On-going,Block Grant,Number,643,
2010/11,City University of Hong Kong,Research grants,On-going,HKSAR Government,Number,47,
2010/11,City University of Hong Kong,Research grants,On-going,Hong Kong — other,Number,60,
2010/11,City University of Hong Kong,Research grants,On-going,Hong Kong charities/foundations,Number,4,
2010/11,City University of Hong Kong,Research grants,On-going,Hong Kong Industry,Number,15,
2010/11,City University of Hong Kong,Research grants,On-going,Non-HK,Number,7,
2010/11,City University of Hong Kong,Research grants,On-going,Other RGC Grants,Number,440,
2010/11,City University of Hong Kong,Research grants,On-going,Other UGC Grants,Number,4,
2010/11,City University of Hong Kong,Research grants,On-going,RGC Direct,Number,155,
2010/11,Hong Kong Baptist University,Research contracts,New,HKSAR Government,Number,9,
2010/11,Hong Kong Baptist University,Research contracts,New,Hong Kong — other,Number,1,
2010/11,Hong Kong Baptist University,Research contracts,New,Hong Kong charities/foundations,Number,1,
2010/11,Hong Kong Baptist University,Research contracts,New,Non-HK,Number,5,
2010/11,Hong Kong Baptist University,Research contracts,On-going,HKSAR Government,Number,34,
2010/11,Hong Kong Baptist University,Research contracts,On-going,Hong Kong — other,Number,19,
2010/11,Hong Kong Baptist University,Research contracts,On-going,Hong Kong charities/foundations,Number,19,
2010/11,Hong Kong Baptist University,Research contracts,On-going,Hong Kong Industry,Number,3,
2010/11,Hong Kong Baptist University,Research contracts,On-going,Non-HK,Number,19,
2010/11,Hong Kong Baptist University,Research grants,New,Block Grant,Number,95,
2010/11,Hong Kong Baptist University,Research grants,New,HKSAR Government,Number,5,
2010/11,Hong Kong Baptist University,Research grants,New,Hong Kong — other,Number,7,
2010/11,Hong Kong Baptist University,Research grants,New,Other RGC Grants,Number,46,
2010/11,Hong Kong Baptist University,Research grants,New,RGC Direct,Number,64,
2010/11,Hong Kong Baptist University,Research grants,On-going,Block Grant,Number,333,
2010/11,Hong Kong Baptist University,Research grants,On-going,HKSAR Government,Number,28,
2010/11,Hong Kong Baptist University,Research grants,On-going,Hong Kong — other,Number,11,
2010/11,Hong Kong Baptist University,Research grants,On-going,Non-HK,Number,3,
2010/11,Hong Kong Baptist University,Research grants,On-going,Other RGC Grants,Number,191,
2010/11,Hong Kong Baptist University,Research grants,On-going,Other UGC Grants,Number,5,
2010/11,Hong Kong Baptist University,Research grants,On-going,RGC Direct,Number,222,
2010/11,Lingnan University,Research grants,New,Block Grant,Number,30,
2010/11,Lingnan University,Research grants,New,HKSAR Government,Number,9,
2010/11,Lingnan University,Research grants,New,Hong Kong — other,Number,3,
2010/11,Lingnan University,Research grants,New,Hong Kong charities/foundations,Number,3,
2010/11,Lingnan University,Research grants,New,Hong Kong Industry,Number,3,
2010/11,Lingnan University,Research grants,New,Non-HK,Number,7,
2010/11,Lingnan University,Research grants,New,Other RGC Grants,Number,7,
2010/11,Lingnan University,Research grants,New,RGC Direct,Number,20,
2010/11,Lingnan University,Research grants,On-going,Block Grant,Number,67,
2010/11,Lingnan University,Research grants,On-going,HKSAR Government,Number,21,
2010/11,Lingnan University,Research grants,On-going,Hong Kong — other,Number,3,
2010/11,Lingnan University,Research grants,On-going,Hong Kong charities/foundations,Number,5,
2010/11,Lingnan University,Research grants,On-going,Hong Kong Industry,Number,4,
2010/11,Lingnan University,Research grants,On-going,Non-HK,Number,13,
2010/11,Lingnan University,Research grants,On-going,Other RGC Grants,Number,18,
2010/11,Lingnan University,Research grants,On-going,Other UGC Grants,Number,1,
2010/11,Lingnan University,Research grants,On-going,RGC Direct,Number,70,
2010/11,The Chinese University of Hong Kong,Research contracts,New,HKSAR Government,Number,63,
2010/11,The Chinese University of Hong Kong,Research contracts,New,Hong Kong — other,Number,10,
2010/11,The Chinese University of Hong Kong,Research contracts,New,Hong Kong charities/foundations,Number,8,
2010/11,The Chinese University of Hong Kong,Research contracts,New,Hong Kong Industry,Number,96,
2010/11,The Chinese University of Hong Kong,Research contracts,New,Non-HK,Number,37,
2010/11,The Chinese University of Hong Kong,Research contracts,On-going,HKSAR Government,Number,204,
2010/11,The Chinese University of Hong Kong,Research contracts,On-going,Hong Kong — other,Number,27,
